,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51
1218,52.0,54.0,53.0,54.0,53.0,52.0,51.0,52.0,53.0,55.0,53.0,52.0,54.0,53.0,51.0,53.0,51.0,54.0,53.0,54.0,52.0,52.0,53.0,54.0,52.0,53.0,52.0,52.0,53.0,53.0,55.0,54.0,51.0,51.0,51.0,52.0,52.0,52.0,52.0,51.0,54.0,55.0,55.0,52.0,52.0,52.0,53.0,53.0,54.0,54.0,52.0,53.0
1219,51.0,51.0,51.0,51.0,54.0,53.0,51.0,53.0,51.0,54.0,50.0,55.0,51.0,52.0,54.0,51.0,52.0,52.0,51.0,52.0,52.0,52.0,50.0,53.0,54.0,51.0,51.0,50.0,53.0,53.0,53.0,53.0,51.0,54.0,53.0,54.0,51.0,52.0,55.0,51.0,51.0,50.0,50.0,53.0,53.0,54.0,52.0,53.0,54.0,52.0,50.0,52.0
1220,52.0,53.0,51.0,52.0,52.0,52.0,51.0,54.0,51.0,53.0,53.0,54.0,51.0,53.0,53.0,51.0,53.0,53.0,50.0,53.0,53.0,51.0,54.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,51.0,53.0,51.0,51.0,52.0,55.0,54.0,53.0,52.0,54.0,53.0,50.0,52.0,53.0,52.0,53.0,52.0,51.0,53.0,51.0,54.0
1221,53.0,51.0,54.0,52.0,53.0,51.0,52.0,51.0,52.0,53.0,52.0,52.0,50.0,52.0,54.0,53.0,53.0,52.0,53.0,51.0,52.0,49.0,53.0,53.0,52.0,53.0,51.0,51.0,54.0,53.0,53.0,55.0,54.0,50.0,51.0,51.0,55.0,53.0,52.0,49.0,53.0,54.0,55.0,52.0,55.0,53.0,54.0,53.0,49.0,53.0,50.0,50.0
1222,53.0,51.0,53.0,52.0,52.0,53.0,52.0,53.0,51.0,51.0,52.0,51.0,52.0,50.0,54.0,52.0,53.0,53.0,52.0,52.0,54.0,53.0,52.0,52.0,53.0,52.0,54.0,51.0,54.0,55.0,52.0,54.0,52.0,53.0,52.0,54.0,50.0,51.0,55.0,51.0,50.0,52.0,53.0,53.0,55.0,52.0,51.0,49.0,53.0,51.0,52.0,53.0
1223,51.0,52.0,56.0,53.0,52.0,53.0,52.0,53.0,53.0,54.0,51.0,53.0,53.0,51.0,55.0,52.0,55.0,53.0,53.0,53.0,53.0,53.0,54.0,51.0,50.0,53.0,53.0,52.0,53.0,52.0,52.0,53.0,50.0,55.0,51.0,53.0,54.0,54.0,53.0,51.0,49.0,51.0,47.0,54.0,53.0,49.0,52.0,51.0,51.0,53.0,53.0,53.0
1224,53.0,52.0,52.0,50.0,53.0,52.0,53.0,51.0,52.0,51.0,52.0,53.0,51.0,51.0,54.0,53.0,51.0,53.0,53.0,52.0,51.0,52.0,51.0,52.0,51.0,51.0,50.0,52.0,51.0,54.0,53.0,55.0,52.0,52.0,54.0,52.0,53.0,52.0,54.0,52.0,52.0,51.0,52.0,54.0,53.0,53.0,55.0,54.0,51.0,53.0,49.0,50.0
1225,53.0,53.0,53.0,53.0,52.0,52.0,50.0,50.0,51.0,53.0,51.0,51.0,51.0,51.0,54.0,54.0,51.0,52.0,54.0,52.0,50.0,52.0,54.0,53.0,52.0,53.0,51.0,51.0,53.0,53.0,51.0,52.0,52.0,53.0,53.0,52.0,49.0,51.0,55.0,53.0,54.0,53.0,55.0,51.0,54.0,53.0,53.0,54.0,54.0,53.0,52.0,52.0
1226,51.0,53.0,55.0,53.0,52.0,54.0,51.0,52.0,53.0,53.0,52.0,53.0,55.0,51.0,53.0,54.0,52.0,53.0,54.0,51.0,50.0,50.0,54.0,51.0,52.0,52.0,51.0,53.0,53.0,52.0,53.0,53.0,53.0,54.0,52.0,52.0,51.0,54.0,53.0,53.0,54.0,53.0,55.0,53.0,52.0,52.0,53.0,53.0,51.0,53.0,53.0,52.0
1227,53.0,51.0,53.0,51.0,53.0,51.0,52.0,55.0,49.0,51.0,51.0,52.0,51.0,52.0,51.0,53.0,51.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,51.0,52.0,49.0,52.0,53.0,54.0,51.0,50.0,53.0,54.0,54.0,52.0,54.0,53.0,53.0,52.0,53.0,51.0,51.0,55.0,53.0,52.0,51.0,51.0,50.0,53.0,54.0,54.0
1228,51.0,52.0,54.0,53.0,52.0,51.0,52.0,53.0,50.0,53.0,52.0,50.0,54.0,50.0,53.0,53.0,51.0,53.0,55.0,53.0,53.0,49.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,50.0,52.0,54.0,51.0,51.0,52.0,53.0,52.0,54.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,51.0,54.0,52.0,55.0,51.0,54.0
1229,50.0,51.0,52.0,51.0,53.0,54.0,54.0,53.0,50.0,53.0,50.0,53.0,51.0,51.0,56.0,53.0,51.0,53.0,51.0,53.0,50.0,51.0,52.0,53.0,53.0,55.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,54.0,54.0,51.0,48.0,52.0,54.0,54.0,54.0,53.0,56.0,52.0,52.0,54.0,53.0,53.0,54.0,53.0,51.0,54.0
1230,52.0,52.0,52.0,52.0,51.0,54.0,51.0,53.0,51.0,54.0,53.0,51.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,51.0,52.0,53.0,54.0,51.0,54.0,52.0,53.0,50.0,53.0,53.0,52.0,51.0,54.0,55.0,52.0,52.0,54.0,51.0,52.0,52.0,51.0,51.0,54.0,53.0,50.0,53.0,52.0,52.0,53.0,54.0,55.0
1231,51.0,50.0,53.0,51.0,53.0,55.0,50.0,53.0,53.0,53.0,51.0,54.0,52.0,52.0,51.0,54.0,51.0,51.0,53.0,54.0,52.0,52.0,54.0,52.0,52.0,53.0,51.0,54.0,55.0,54.0,53.0,55.0,53.0,52.0,53.0,51.0,54.0,54.0,53.0,53.0,50.0,50.0,52.0,54.0,54.0,51.0,53.0,55.0,49.0,55.0,52.0,53.0
1232,52.0,50.0,53.0,54.0,52.0,53.0,52.0,52.0,52.0,51.0,54.0,53.0,50.0,51.0,53.0,52.0,51.0,54.0,53.0,52.0,52.0,53.0,50.0,52.0,51.0,51.0,52.0,51.0,52.0,55.0,50.0,51.0,51.0,53.0,51.0,53.0,51.0,52.0,53.0,52.0,54.0,52.0,56.0,53.0,54.0,51.0,50.0,52.0,54.0,52.0,51.0,56.0
1233,52.0,53.0,52.0,53.0,52.0,52.0,51.0,51.0,53.0,53.0,54.0,53.0,53.0,54.0,54.0,52.0,53.0,52.0,54.0,54.0,51.0,53.0,51.0,53.0,52.0,52.0,54.0,52.0,51.0,53.0,50.0,52.0,54.0,52.0,52.0,52.0,53.0,50.0,51.0,50.0,55.0,51.0,54.0,51.0,52.0,52.0,54.0,52.0,51.0,53.0,52.0,52.0
1234,55.0,52.0,53.0,50.0,52.0,51.0,54.0,52.0,51.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0,53.0,51.0,54.0,52.0,53.0,50.0,51.0,54.0,54.0,51.0,54.0,51.0,55.0,54.0,51.0,54.0,53.0,52.0,53.0,53.0,53.0,50.0,54.0,52.0,52.0,54.0,54.0,52.0,53.0,53.0,53.0
1235,53.0,52.0,53.0,52.0,52.0,55.0,52.0,53.0,53.0,51.0,52.0,52.0,50.0,52.0,54.0,54.0,52.0,51.0,52.0,53.0,52.0,54.0,55.0,53.0,53.0,52.0,52.0,53.0,54.0,52.0,52.0,53.0,52.0,53.0,52.0,54.0,54.0,53.0,53.0,52.0,52.0,53.0,55.0,52.0,52.0,52.0,52.0,52.0,50.0,51.0,54.0,54.0
1236,51.0,52.0,53.0,51.0,52.0,52.0,51.0,51.0,53.0,53.0,53.0,54.0,54.0,53.0,53.0,52.0,52.0,53.0,49.0,54.0,54.0,52.0,54.0,53.0,51.0,53.0,52.0,54.0,54.0,53.0,52.0,53.0,53.0,52.0,54.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,56.0,53.0,54.0,53.0,54.0,55.0,53.0,0.0,51.0,52.0
1237,50.0,50.0,54.0,52.0,50.0,52.0,51.0,51.0,51.0,54.0,51.0,52.0,53.0,52.0,54.0,52.0,53.0,53.0,51.0,52.0,51.0,54.0,51.0,53.0,52.0,53.0,53.0,53.0,52.0,54.0,53.0,53.0,51.0,53.0,54.0,51.0,53.0,53.0,52.0,55.0,55.0,52.0,51.0,53.0,54.0,52.0,50.0,53.0,55.0,-104.0,52.0,53.0
1238,53.0,53.0,52.0,52.0,50.0,54.0,54.0,53.0,53.0,55.0,52.0,53.0,54.0,52.0,51.0,53.0,52.0,52.0,53.0,53.0,52.0,50.0,53.0,53.0,52.0,54.0,55.0,53.0,55.0,51.0,53.0,54.0,52.0,54.0,52.0,53.0,56.0,53.0,53.0,51.0,52.0,51.0,51.0,55.0,50.0,52.0,52.0,53.0,53.0,-91.0,52.0,52.0
1239,51.0,53.0,52.0,51.0,53.0,53.0,55.0,52.0,53.0,53.0,53.0,53.0,51.0,51.0,54.0,54.0,50.0,51.0,49.0,54.0,53.0,51.0,51.0,54.0,50.0,53.0,52.0,53.0,54.0,51.0,53.0,50.0,51.0,53.0,51.0,52.0,52.0,53.0,54.0,52.0,50.0,51.0,56.0,52.0,55.0,53.0,52.0,53.0,51.0,-13.0,52.0,54.0
1240,53.0,52.0,53.0,54.0,50.0,52.0,50.0,52.0,52.0,53.0,52.0,51.0,52.0,53.0,51.0,52.0,54.0,53.0,51.0,53.0,49.0,52.0,52.0,54.0,51.0,54.0,52.0,52.0,53.0,53.0,52.0,53.0,54.0,52.0,52.0,54.0,52.0,53.0,53.0,52.0,55.0,52.0,55.0,54.0,54.0,53.0,52.0,53.0,52.0,29.0,51.0,53.0
1241,50.0,53.0,54.0,51.0,52.0,54.0,54.0,52.0,54.0,54.0,51.0,55.0,51.0,53.0,54.0,50.0,53.0,52.0,53.0,52.0,53.0,53.0,51.0,54.0,54.0,53.0,54.0,53.0,54.0,53.0,53.0,56.0,53.0,52.0,53.0,52.0,56.0,52.0,51.0,53.0,52.0,51.0,50.0,53.0,50.0,52.0,54.0,52.0,53.0,39.0,51.0,54.0
1242,50.0,51.0,52.0,53.0,51.0,52.0,54.0,54.0,53.0,53.0,52.0,52.0,50.0,53.0,52.0,53.0,52.0,53.0,52.0,51.0,54.0,53.0,53.0,53.0,52.0,54.0,50.0,52.0,52.0,53.0,53.0,52.0,52.0,54.0,53.0,51.0,56.0,53.0,55.0,52.0,52.0,51.0,51.0,52.0,52.0,53.0,53.0,53.0,51.0,45.0,50.0,52.0
1243,50.0,52.0,53.0,52.0,53.0,54.0,51.0,54.0,54.0,54.0,52.0,51.0,50.0,52.0,52.0,53.0,52.0,52.0,51.0,53.0,50.0,53.0,51.0,54.0,51.0,52.0,53.0,53.0,53.0,52.0,53.0,52.0,54.0,53.0,50.0,52.0,50.0,52.0,54.0,52.0,54.0,50.0,56.0,54.0,53.0,54.0,50.0,53.0,50.0,53.0,51.0,52.0
1244,54.0,50.0,53.0,52.0,52.0,53.0,53.0,51.0,51.0,54.0,52.0,53.0,49.0,53.0,51.0,52.0,51.0,54.0,50.0,51.0,51.0,53.0,51.0,52.0,51.0,51.0,52.0,51.0,54.0,53.0,49.0,54.0,53.0,52.0,53.0,50.0,52.0,52.0,54.0,54.0,52.0,53.0,53.0,53.0,53.0,55.0,52.0,52.0,54.0,45.0,53.0,54.0
1245,54.0,53.0,53.0,53.0,50.0,54.0,52.0,53.0,53.0,53.0,51.0,54.0,52.0,51.0,50.0,54.0,53.0,54.0,54.0,52.0,52.0,53.0,52.0,52.0,52.0,54.0,55.0,52.0,53.0,53.0,53.0,55.0,54.0,54.0,53.0,52.0,56.0,53.0,54.0,53.0,53.0,53.0,50.0,51.0,54.0,52.0,51.0,51.0,51.0,38.0,53.0,53.0
1246,53.0,52.0,52.0,52.0,50.0,56.0,55.0,53.0,54.0,53.0,51.0,52.0,50.0,52.0,52.0,52.0,52.0,52.0,51.0,55.0,54.0,51.0,54.0,53.0,54.0,53.0,54.0,53.0,53.0,53.0,53.0,52.0,52.0,51.0,55.0,52.0,53.0,51.0,52.0,53.0,51.0,51.0,54.0,53.0,55.0,54.0,52.0,52.0,51.0,47.0,52.0,51.0
1247,52.0,52.0,51.0,52.0,52.0,54.0,54.0,52.0,53.0,53.0,53.0,53.0,50.0,53.0,54.0,52.0,53.0,53.0,51.0,52.0,50.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0,54.0,51.0,51.0,52.0,51.0,52.0,53.0,52.0,50.0,55.0,54.0,53.0,51.0,53.0,54.0,52.0,51.0,50.0,52.0,54.0,54.0,51.0,53.0,53.0
1248,54.0,52.0,53.0,53.0,51.0,53.0,51.0,52.0,52.0,53.0,53.0,54.0,51.0,53.0,54.0,53.0,53.0,52.0,51.0,53.0,53.0,50.0,52.0,53.0,53.0,52.0,54.0,54.0,56.0,53.0,53.0,56.0,53.0,54.0,50.0,53.0,51.0,54.0,53.0,51.0,53.0,52.0,52.0,55.0,52.0,54.0,52.0,52.0,50.0,49.0,53.0,52.0
1249,50.0,52.0,51.0,52.0,52.0,51.0,52.0,50.0,52.0,52.0,53.0,52.0,51.0,52.0,51.0,51.0,53.0,52.0,50.0,52.0,56.0,51.0,53.0,56.0,54.0,52.0,52.0,53.0,54.0,51.0,53.0,52.0,52.0,53.0,54.0,51.0,55.0,53.0,52.0,54.0,52.0,52.0,53.0,54.0,54.0,55.0,52.0,53.0,52.0,48.0,52.0,53.0
1250,52.0,52.0,51.0,53.0,51.0,52.0,51.0,53.0,53.0,54.0,50.0,52.0,53.0,53.0,51.0,54.0,53.0,53.0,52.0,53.0,52.0,52.0,55.0,54.0,50.0,53.0,53.0,52.0,53.0,50.0,53.0,52.0,53.0,54.0,51.0,53.0,50.0,54.0,54.0,52.0,51.0,54.0,53.0,52.0,52.0,54.0,52.0,54.0,52.0,51.0,54.0,54.0
1251,50.0,53.0,53.0,53.0,52.0,55.0,53.0,52.0,53.0,55.0,51.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0,51.0,52.0,53.0,52.0,54.0,54.0,52.0,53.0,53.0,54.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,51.0,48.0,53.0,53.0,53.0,50.0,51.0,55.0,55.0,52.0,52.0,50.0,54.0,52.0,52.0,51.0,53.0
1252,49.0,53.0,53.0,52.0,54.0,52.0,52.0,53.0,52.0,52.0,51.0,52.0,53.0,53.0,52.0,52.0,53.0,52.0,51.0,52.0,54.0,52.0,52.0,54.0,52.0,52.0,52.0,54.0,54.0,51.0,53.0,53.0,53.0,53.0,51.0,51.0,54.0,52.0,53.0,54.0,55.0,50.0,51.0,55.0,54.0,52.0,50.0,54.0,53.0,53.0,51.0,54.0
1253,55.0,52.0,54.0,53.0,52.0,53.0,53.0,53.0,50.0,52.0,51.0,52.0,53.0,52.0,50.0,53.0,50.0,51.0,53.0,53.0,54.0,52.0,52.0,52.0,52.0,50.0,52.0,53.0,53.0,52.0,54.0,53.0,53.0,52.0,52.0,51.0,53.0,53.0,51.0,50.0,52.0,53.0,54.0,52.0,52.0,52.0,53.0,52.0,51.0,52.0,50.0,52.0
1254,51.0,52.0,53.0,53.0,54.0,51.0,53.0,52.0,52.0,52.0,49.0,53.0,53.0,52.0,53.0,51.0,51.0,54.0,51.0,55.0,54.0,51.0,52.0,53.0,53.0,53.0,50.0,52.0,52.0,51.0,53.0,52.0,54.0,53.0,54.0,52.0,50.0,52.0,52.0,54.0,53.0,53.0,56.0,52.0,54.0,53.0,52.0,52.0,51.0,52.0,52.0,52.0
1255,52.0,54.0,54.0,52.0,52.0,52.0,51.0,54.0,52.0,53.0,52.0,51.0,57.0,52.0,53.0,52.0,54.0,53.0,52.0,52.0,53.0,51.0,53.0,53.0,52.0,51.0,54.0,52.0,52.0,52.0,54.0,53.0,55.0,51.0,52.0,51.0,52.0,53.0,54.0,52.0,53.0,52.0,54.0,52.0,53.0,52.0,53.0,53.0,51.0,55.0,53.0,53.0
1256,53.0,53.0,54.0,53.0,53.0,51.0,51.0,54.0,51.0,52.0,53.0,54.0,55.0,53.0,51.0,51.0,51.0,51.0,53.0,52.0,53.0,51.0,53.0,52.0,52.0,53.0,51.0,54.0,54.0,53.0,54.0,54.0,52.0,53.0,54.0,51.0,52.0,51.0,53.0,53.0,53.0,52.0,51.0,54.0,53.0,51.0,54.0,51.0,52.0,53.0,53.0,54.0
1257,53.0,50.0,52.0,51.0,51.0,51.0,52.0,53.0,53.0,53.0,52.0,50.0,52.0,52.0,51.0,49.0,51.0,52.0,52.0,53.0,53.0,50.0,52.0,51.0,52.0,51.0,52.0,55.0,50.0,51.0,52.0,54.0,53.0,51.0,54.0,50.0,53.0,54.0,54.0,51.0,56.0,52.0,53.0,52.0,54.0,52.0,52.0,54.0,53.0,50.0,52.0,54.0
1258,53.0,52.0,52.0,53.0,51.0,54.0,52.0,53.0,54.0,54.0,53.0,53.0,51.0,51.0,52.0,51.0,52.0,51.0,53.0,52.0,52.0,51.0,54.0,51.0,52.0,51.0,53.0,54.0,52.0,52.0,53.0,51.0,52.0,53.0,53.0,51.0,50.0,53.0,52.0,53.0,56.0,53.0,54.0,50.0,53.0,53.0,51.0,54.0,52.0,51.0,52.0,52.0
1259,52.0,54.0,52.0,51.0,53.0,52.0,51.0,51.0,53.0,54.0,52.0,54.0,50.0,52.0,51.0,52.0,52.0,53.0,51.0,53.0,53.0,54.0,53.0,54.0,53.0,52.0,50.0,52.0,52.0,53.0,51.0,52.0,52.0,51.0,54.0,52.0,52.0,53.0,52.0,52.0,54.0,50.0,52.0,53.0,54.0,52.0,53.0,53.0,52.0,52.0,53.0,52.0
1260,53.0,54.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,51.0,52.0,52.0,50.0,51.0,53.0,52.0,53.0,54.0,54.0,52.0,52.0,53.0,54.0,53.0,50.0,50.0,53.0,52.0,49.0,53.0,53.0,51.0,53.0,52.0,52.0,57.0,53.0,53.0,52.0,52.0,53.0,51.0,53.0,54.0,50.0,54.0,52.0,51.0,53.0,53.0,54.0
1261,52.0,52.0,53.0,53.0,51.0,50.0,50.0,53.0,50.0,53.0,52.0,54.0,52.0,54.0,54.0,53.0,53.0,53.0,50.0,52.0,52.0,51.0,51.0,54.0,51.0,53.0,52.0,52.0,54.0,54.0,52.0,52.0,52.0,54.0,53.0,53.0,53.0,54.0,53.0,52.0,52.0,52.0,54.0,51.0,52.0,52.0,53.0,52.0,51.0,51.0,51.0,53.0
1262,51.0,50.0,52.0,54.0,53.0,53.0,52.0,51.0,53.0,52.0,53.0,51.0,51.0,50.0,51.0,53.0,53.0,54.0,52.0,52.0,52.0,51.0,53.0,52.0,51.0,53.0,53.0,54.0,51.0,50.0,53.0,53.0,52.0,52.0,53.0,52.0,55.0,55.0,54.0,51.0,54.0,53.0,54.0,54.0,52.0,52.0,51.0,54.0,53.0,48.0,53.0,53.0
1263,55.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0,54.0,51.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,54.0,52.0,52.0,55.0,53.0,53.0,54.0,52.0,51.0,53.0,51.0,53.0,51.0,53.0,54.0,54.0,54.0,52.0,52.0,53.0,52.0,54.0,52.0,51.0,54.0,53.0,52.0,53.0,51.0,51.0
1264,53.0,52.0,56.0,53.0,54.0,52.0,52.0,53.0,50.0,53.0,53.0,53.0,53.0,54.0,54.0,50.0,53.0,53.0,50.0,52.0,54.0,52.0,55.0,52.0,55.0,54.0,53.0,51.0,53.0,53.0,54.0,50.0,54.0,53.0,52.0,53.0,52.0,52.0,54.0,53.0,53.0,52.0,52.0,52.0,54.0,52.0,51.0,54.0,52.0,53.0,51.0,54.0
1265,52.0,51.0,54.0,52.0,50.0,53.0,52.0,53.0,54.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,52.0,54.0,52.0,54.0,54.0,51.0,51.0,51.0,55.0,52.0,52.0,53.0,53.0,53.0,54.0,51.0,53.0,53.0,53.0,53.0,54.0,52.0,52.0,53.0,54.0,51.0,54.0,54.0,52.0,53.0,52.0,50.0,52.0,53.0
1266,51.0,50.0,51.0,52.0,51.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,51.0,52.0,53.0,51.0,51.0,52.0,50.0,51.0,52.0,52.0,52.0,50.0,54.0,51.0,52.0,51.0,53.0,53.0,52.0,52.0,52.0,53.0,51.0,53.0,50.0,51.0,52.0,53.0,50.0,51.0,53.0,52.0,54.0,54.0,53.0,54.0,52.0,53.0,49.0,53.0
1267,54.0,53.0,53.0,54.0,50.0,52.0,54.0,54.0,53.0,52.0,51.0,53.0,52.0,51.0,52.0,52.0,51.0,51.0,51.0,52.0,52.0,52.0,52.0,53.0,51.0,54.0,54.0,54.0,54.0,51.0,56.0,53.0,51.0,53.0,53.0,54.0,54.0,53.0,53.0,52.0,51.0,53.0,51.0,54.0,53.0,50.0,53.0,55.0,52.0,52.0,50.0,53.0
1268,53.0,51.0,53.0,50.0,51.0,55.0,52.0,53.0,51.0,54.0,51.0,52.0,51.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,54.0,51.0,52.0,51.0,54.0,53.0,52.0,52.0,53.0,53.0,51.0,53.0,52.0,50.0,54.0,53.0,53.0,52.0,52.0,53.0,51.0,51.0,52.0,54.0,51.0,55.0,52.0,53.0,52.0,54.0,52.0,51.0
1269,50.0,52.0,51.0,53.0,52.0,53.0,51.0,51.0,50.0,53.0,53.0,51.0,52.0,52.0,53.0,53.0,52.0,53.0,50.0,52.0,54.0,50.0,52.0,51.0,55.0,52.0,50.0,52.0,52.0,52.0,53.0,51.0,53.0,52.0,51.0,51.0,51.0,53.0,52.0,52.0,52.0,54.0,53.0,52.0,54.0,52.0,52.0,54.0,53.0,51.0,53.0,53.0
1270,54.0,51.0,53.0,54.0,52.0,52.0,52.0,54.0,52.0,56.0,52.0,52.0,50.0,51.0,52.0,50.0,52.0,52.0,53.0,53.0,52.0,52.0,53.0,51.0,52.0,52.0,51.0,53.0,52.0,52.0,53.0,55.0,54.0,54.0,51.0,51.0,54.0,54.0,53.0,50.0,52.0,52.0,51.0,52.0,53.0,52.0,54.0,52.0,53.0,52.0,53.0,54.0
1271,53.0,52.0,52.0,51.0,52.0,53.0,51.0,52.0,53.0,51.0,53.0,53.0,49.0,52.0,53.0,54.0,52.0,51.0,50.0,50.0,53.0,53.0,52.0,54.0,53.0,54.0,54.0,54.0,54.0,52.0,51.0,52.0,51.0,53.0,53.0,51.0,53.0,54.0,51.0,54.0,50.0,51.0,52.0,52.0,53.0,55.0,51.0,52.0,53.0,52.0,52.0,53.0
1272,52.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,51.0,51.0,53.0,52.0,51.0,50.0,53.0,53.0,53.0,51.0,53.0,52.0,53.0,51.0,51.0,51.0,52.0,51.0,55.0,53.0,51.0,51.0,54.0,51.0,52.0,53.0,54.0,52.0,52.0,54.0,53.0,52.0,52.0,50.0,54.0,54.0,53.0,52.0,53.0,54.0,51.0,53.0,53.0,51.0
1273,54.0,53.0,51.0,55.0,54.0,53.0,52.0,52.0,53.0,53.0,51.0,52.0,52.0,52.0,54.0,52.0,51.0,52.0,52.0,51.0,53.0,53.0,54.0,52.0,51.0,49.0,51.0,54.0,54.0,52.0,51.0,52.0,53.0,53.0,52.0,53.0,51.0,54.0,51.0,52.0,52.0,52.0,52.0,53.0,55.0,52.0,52.0,50.0,52.0,53.0,52.0,53.0
1274,53.0,54.0,53.0,51.0,53.0,49.0,51.0,52.0,51.0,53.0,52.0,53.0,51.0,53.0,53.0,53.0,51.0,53.0,52.0,51.0,54.0,53.0,54.0,51.0,52.0,54.0,52.0,54.0,52.0,51.0,51.0,52.0,54.0,52.0,52.0,54.0,52.0,53.0,52.0,53.0,52.0,50.0,52.0,52.0,53.0,52.0,53.0,53.0,52.0,54.0,51.0,53.0
1275,53.0,52.0,53.0,50.0,51.0,50.0,50.0,54.0,51.0,55.0,52.0,52.0,53.0,51.0,51.0,54.0,53.0,53.0,53.0,52.0,54.0,54.0,53.0,53.0,52.0,53.0,54.0,51.0,54.0,51.0,52.0,54.0,52.0,53.0,53.0,55.0,53.0,53.0,54.0,53.0,53.0,53.0,52.0,54.0,52.0,49.0,52.0,53.0,50.0,51.0,51.0,50.0
1276,51.0,53.0,53.0,53.0,53.0,52.0,51.0,54.0,52.0,52.0,52.0,51.0,49.0,53.0,51.0,51.0,50.0,52.0,51.0,54.0,54.0,52.0,53.0,53.0,52.0,53.0,52.0,52.0,53.0,52.0,51.0,52.0,53.0,52.0,52.0,53.0,51.0,53.0,52.0,52.0,51.0,51.0,54.0,53.0,54.0,51.0,52.0,52.0,53.0,55.0,53.0,51.0
1277,53.0,50.0,53.0,53.0,51.0,50.0,53.0,53.0,53.0,52.0,52.0,51.0,50.0,52.0,53.0,53.0,53.0,51.0,54.0,52.0,52.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,52.0,52.0,53.0,53.0,55.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,55.0,51.0,54.0,52.0,52.0,51.0,51.0,53.0
1278,50.0,51.0,54.0,51.0,49.0,53.0,52.0,52.0,53.0,54.0,54.0,52.0,53.0,51.0,54.0,53.0,51.0,51.0,52.0,53.0,52.0,53.0,54.0,54.0,53.0,53.0,52.0,53.0,56.0,55.0,53.0,53.0,53.0,53.0,54.0,50.0,55.0,53.0,54.0,51.0,50.0,52.0,52.0,52.0,54.0,54.0,53.0,52.0,51.0,54.0,53.0,52.0
1279,52.0,51.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,51.0,52.0,51.0,54.0,53.0,53.0,51.0,52.0,52.0,53.0,54.0,51.0,51.0,54.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,54.0,52.0,54.0,54.0,53.0,52.0,50.0,51.0,55.0,53.0,53.0,51.0,53.0,53.0,52.0,54.0,52.0,53.0
1280,54.0,52.0,53.0,51.0,52.0,54.0,53.0,53.0,52.0,54.0,53.0,53.0,53.0,53.0,52.0,54.0,52.0,50.0,52.0,53.0,51.0,52.0,52.0,52.0,53.0,51.0,52.0,52.0,50.0,53.0,53.0,52.0,52.0,52.0,52.0,50.0,53.0,55.0,53.0,51.0,51.0,52.0,53.0,53.0,54.0,52.0,53.0,52.0,53.0,52.0,51.0,53.0
1281,54.0,52.0,53.0,51.0,54.0,53.0,51.0,52.0,50.0,52.0,53.0,52.0,51.0,54.0,51.0,53.0,52.0,52.0,52.0,53.0,51.0,52.0,51.0,56.0,52.0,54.0,51.0,52.0,54.0,53.0,51.0,54.0,52.0,52.0,53.0,52.0,53.0,53.0,54.0,51.0,51.0,53.0,54.0,53.0,54.0,54.0,52.0,56.0,54.0,53.0,52.0,51.0
1282,54.0,52.0,51.0,53.0,52.0,51.0,52.0,54.0,51.0,52.0,53.0,53.0,53.0,53.0,53.0,54.0,52.0,53.0,55.0,52.0,55.0,52.0,54.0,52.0,55.0,51.0,53.0,52.0,56.0,52.0,51.0,53.0,53.0,54.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,54.0,53.0,52.0,52.0,52.0,53.0,52.0,51.0,51.0
